"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"경상북도 경산시 와촌면(4729031000)","6,087","6,087","186","293","548","514","663","1,219","1,364","803","437","54","6","3,246","3,246","105","154","325","293","400","689","728","391","148","10","3","2,841","2,841","81","139","223","221","263","530","636","412","289","44","3"
"경상북도 경산시 자인면(4729033000)","5,602","5,602","154","253","491","420","644","1,086","1,241","819","438","54","2","2,847","2,847","77","132","282","265","390","548","640","362","142","9","0","2,755","2,755","77","121","209","155","254","538","601","457","296","45","2"
"경상북도 경산시 용성면(4729034000)","3,387","3,387","82","107","218","216","280","632","836","594","368","52","2","1,781","1,781","43","56","140","143","181","352","463","274","120","9","0","1,606","1,606","39","51","78","73","99","280","373","320","248","43","2"
"경상북도 경산시 남산면(4729035000)","3,771","3,771","108","164","277","236","410","739","850","548","380","57","2","1,958","1,958","55","88","162","143","245","422","465","252","114","12","0","1,813","1,813","53","76","115","93","165","317","385","296","266","45","2"
"경상북도 경산시 남천면(4729037000)","3,050","3,050","90","119","268","202","297","615","688","478","246","45","2","1,560","1,560","46","70","168","110","184","334","341","223","69","13","2","1,490","1,490","44","49","100","92","113","281","347","255","177","32","0"
"경상북도 경산시 중방동(4729051000)","10,179","10,179","608","606","1,622","1,219","1,352","1,963","1,715","751","309","32","2","4,931","4,931","287","326","857","620","643","924","830","340","98","6","0","5,248","5,248","321","280","765","599","709","1,039","885","411","211","26","2"
"경상북도 경산시 중앙동(4729052000)","6,666","6,666","244","427","1,038","690","860","1,303","1,097","645","326","33","3","3,315","3,315","135","233","567","398","435","649","533","252","105","8","0","3,351","3,351","109","194","471","292","425","654","564","393","221","25","3"
"경상북도 경산시 남부동(4729053000)","20,416","20,416","2,118","2,029","2,134","2,867","3,556","3,059","2,492","1,484","596","73","8","10,027","10,027","1,072","1,101","1,154","1,438","1,783","1,463","1,146","629","222","17","2","10,389","10,389","1,046","928","980","1,429","1,773","1,596","1,346","855","374","56","6"
"경상북도 경산시 서부1동(4729054100)","37,252","37,252","3,047","4,094","4,532","4,214","6,611","6,294","4,680","2,552","1,094","128","6","17,872","17,872","1,491","2,005","2,355","2,064","3,214","3,020","2,210","1,086","398","29","0","19,380","19,380","1,556","2,089","2,177","2,150","3,397","3,274","2,470","1,466","696","99","6"
"경상북도 경산시 서부2동(4729054200)","30,081","30,081","3,352","2,292","3,829","4,650","4,550","5,123","3,522","1,924","757","78","4","14,483","14,483","1,678","1,149","2,025","2,296","2,209","2,347","1,604","854","299","21","1","15,598","15,598","1,674","1,143","1,804","2,354","2,341","2,776","1,918","1,070","458","57","3"
"경상북도 경산시 북부동(4729055000)","16,148","16,148","1,075","836","3,660","2,841","2,240","2,436","1,763","871","384","39","3","8,799","8,799","565","455","2,039","1,734","1,295","1,278","857","435","134","6","1","7,349","7,349","510","381","1,621","1,107","945","1,158","906","436","250","33","2"
"경상북도 경산시 동부동(4729056000)","37,237","37,237","3,336","4,055","5,003","4,786","6,548","6,271","4,124","2,072","932","107","3","18,653","18,653","1,730","2,184","2,775","2,457","3,250","3,089","1,958","890","304","16","0","18,584","18,584","1,606","1,871","2,228","2,329","3,298","3,182","2,166","1,182","628","91","3"
"경상북도 군위군 (4772000000)","23,451","23,451","721","985","1,574","1,390","2,229","4,367","5,213","4,050","2,588","318","16","11,971","11,971","388","538","953","783","1,316","2,460","2,718","1,863","886","65","1","11,480","11,480","333","447","621","607","913","1,907","2,495","2,187","1,702","253","15"
"경상북도 군위군 군위읍(4772025000)","8,268","8,268","449","587","733","675","1,108","1,512","1,441","1,059","616","81","7","4,286","4,286","248","329","437","364","603","837","740","493","216","18","1","3,982","3,982","201","258","296","311","505","675","701","566","400","63","6"
"경상북도 군위군 소보면(4772031000)","2,289","2,289","37","53","110","110","148","448","526","456","353","46","2","1,159","1,159","17","30","64","62","95","256","278","212","134","11","0","1,130","1,130","20","23","46","48","53","192","248","244","219","35","2"
"경상북도 군위군 효령면(4772032000)","3,800","3,800","91","134","274","192","317","726","944","686","399","36","1","1,948","1,948","50","60","171","99","200","405","510","320","127","6","0","1,852","1,852","41","74","103","93","117","321","434","366","272","30","1"
"경상북도 군위군 부계면(4772033000)","2,047","2,047","38","53","144","100","154","418","498","364","240","38","0","1,045","1,045","23","33","92","63","89","242","248","162","84","9","0","1,002","1,002","15","20","52","37","65","176","250","202","156","29","0"
"경상북도 군위군 우보면(4772034000)","2,053","2,053","24","49","113","89","156","370","508","407","305","29","3","1,031","1,031","13","25","66","55","106","205","265","185","103","8","0","1,022","1,022","11","24","47","34","50","165","243","222","202","21","3"
"경상북도 군위군 의흥면(4772035000)","2,431","2,431","47","64","110","112","183","411","598","521","342","40","3","1,178","1,178","14","36","65","64","119","228","292","236","117","7","0","1,253","1,253","33","28","45","48","64","183","306","285","225","33","3"
"경상북도 군위군 산성면(4772036000)","1,207","1,207","17","24","29","56","80","219","308","268","183","23","0","611","611","11","12","21","39","54","136","156","121","56","5","0","596","596","6","12","8","17","26","83","152","147","127","18","0"
"경상북도 군위군 고로면(4772037000)","1,356","1,356","18","21","61","56","83","263","390","289","150","25","0","713","713","12","13","37","37","50","151","229","134","49","1","0","643","643","6","8","24","19","33","112","161","155","101","24","0"
"경상북도 의성군 (4773000000)","52,142","52,142","1,993","2,388","3,244","3,356","4,766","8,921","11,516","9,087","6,042","786","43","25,518","25,518","1,047","1,253","1,871","1,868","2,803","4,823","5,747","3,934","1,989","175","8","26,624","26,624","946","1,135","1,373","1,488","1,963","4,098","5,769","5,153","4,053","611","35"
"경상북도 의성군 의성읍(4773025000)","13,560","13,560","852","1,034","1,166","1,223","1,757","2,311","2,504","1,702","866","134","11","6,671","6,671","458","553","649","634","944","1,192","1,196","739","275","29","2","6,889","6,889","394","481","517","589","813","1,119","1,308","963","591","105","9"
"경상북도 의성군 단촌면(4773031000)","1,970","1,970","30","65","89","98","155","321","516","387","279","28","2","968","968","19","40","55","63","109","180","255","148","96","3","0","1,002","1,002","11","25","34","35","46","141","261","239","183","25","2"
"경상북도 의성군 점곡면(4773032000)","1,633","1,633","41","41","70","78","101","265","412","354","250","21","0","811","811","25","18","44","54","66","147","206","166","84","1","0","822","822","16","23","26","24","35","118","206","188","166","20","0"
"경상북도 의성군 옥산면(4773033000)","1,831","1,831","40","54","93","74","153","345","471","355","219","26","1","887","887","26","20","48","47","94","189","234","148","75","5","1","944","944","14","34","45","27","59","156","237","207","144","21","0"
"경상북도 의성군 사곡면(4773034000)","1,578","1,578","31","34","70","56","108","299","402","297","243","38","0","758","758","13","20","44","31","75","161","203","133","72","6","0","820","820","18","14","26","25","33","138","199","164","171","32","0"
"경상북도 의성군 춘산면(4773035000)","1,490","1,490","34","57","63","80","80","283","417","261","184","28","3","755","755","14","33","43","49","45","146","236","116","65","7","1","735","735","20","24","20","31","35","137","181","145","119","21","2"
"경상북도 의성군 가음면(4773036000)","1,476","1,476","34","42","66","80","98","251","406","266","207","25","1","745","745","22","18","38","49","61","142","224","112","74","4","1","731","731","12","24","28","31","37","109","182","154","133","21","0"
"경상북도 의성군 금성면(4773037000)","4,340","4,340","125","163","233","245","347","695","1,014","878","544","90","6","2,156","2,156","74","85","140","143","212","377","522","393","186","23","1","2,184","2,184","51","78","93","102","135","318","492","485","358","67","5"
"경상북도 의성군 봉양면(4773038000)","3,953","3,953","154","144","270","292","365","709","899","640","416","61","3","1,912","1,912","72","79","152","154","215","397","415","282","131","15","0","2,041","2,041","82","65","118","138","150","312","484","358","285","46","3"
"경상북도 의성군 비안면(4773039000)","2,563","2,563","91","57","123","127","189","431","629","506","365","42","3","1,231","1,231","38","31","72","73","122","230","320","229","107","9","0","1,332","1,332","53","26","51","54","67","201","309","277","258","33","3"
"경상북도 의성군 구천면(4773040000)","1,828","1,828","49","48","84","98","135","318","449","346","270","29","2","916","916","20","29","49","59","93","179","234","154","93","6","0","912","912","29","19","35","39","42","139","215","192","177","23","2"
"경상북도 의성군 단밀면(4773041000)","1,805","1,805","47","62","111","96","130","310","379","346","292","31","1","886","886","24","32","70","56","82","173","184","150","108","7","0","919","919","23","30","41","40","48","137","195","196","184","24","1"
"경상북도 의성군 단북면(4773042000)","1,814","1,814","41","57","106","85","127","319","416","366","271","24","2","859","859","26","28","61","49","76","187","206","139","81","6","0","955","955","15","29","45","36","51","132","210","227","190","18","2"
"경상북도 의성군 안계면(4773043000)","4,601","4,601","234","283","358","345","494","775","832","738","479","62","1","2,188","2,188","116","133","208","186","265","412","398","316","144","10","0","2,413","2,413","118","150","150","159","229","363","434","422","335","52","1"
"경상북도 의성군 다인면(4773044000)","3,868","3,868","97","138","199","213","283","650","876","807","537","66","2","1,914","1,914","54","73","120","129","188","344","444","354","183","24","1","1,954","1,954","43","65","79","84","95","306","432","453","354","42","1"
"경상북도 의성군 신평면(4773045000)","805","805","22","13","25","27","46","153","164","197","137","21","0","384","384","10","7","15","12","26","89","91","77","49","8","0","421","421","12","6","10","15","20","64","73","120","88","13","0"
"경상북도 의성군 안평면(4773046000)","2,189","2,189","56","71","92","93","147","357","539","454","332","44","4","1,083","1,083","27","38","50","52","99","199","285","205","117","10","1","1,106","1,106","29","33","42","41","48","158","254","249","215","34","3"
"경상북도 의성군 안사면(4773047000)","838","838","15","25","26","46","51","129","191","187","151","16","1","394","394","9","16","13","28","31","79","94","73","49","2","0","444","444","6","9","13","18","20","50","97","114","102","14","1"
"경상북도 청송군 (4775000000)","25,228","25,228","1,007","1,264","1,766","1,760","2,456","4,779","5,389","4,055","2,424","307","21","12,616","12,616","526","671","1,071","1,039","1,411","2,521","2,687","1,766","854","65","5","12,612","12,612","481","593","695","721","1,045","2,258","2,702","2,289","1,570","242","16"
"경상북도 청송군 청송읍(4775025000)","5,236","5,236","295","366","479","490","631","1,002","904","633","381","46","9","2,610","2,610","159","182","285","261","348","530","443","269","125","6","2","2,626","2,626","136","184","194","229","283","472","461","364","256","40","7"
"경상북도 청송군 주왕산면(4775031500)","1,877","1,877","47","62","104","125","154","368","462","343","193","19","0","929","929","23","38","58","82","97","186","239","144","59","3","0","948","948","24","24","46","43","57","182","223","199","134","16","0"
"경상북도 청송군 부남면(4775032000)","2,505","2,505","69","98","134","112","160","510","631","469","284","35","3","1,232","1,232","35","55","82","68","85","264","307","210","117","8","1","1,273","1,273","34","43","52","44","75","246","324","259","167","27","2"
"경상북도 청송군 현동면(4775033000)","2,094","2,094","78","104","134","110","209","414","432","350","235","26","2","1,055","1,055","40","56","83","68","128","218","219","148","88","7","0","1,039","1,039","38","48","51","42","81","196","213","202","147","19","2"
"경상북도 청송군 현서면(4775034000)","2,542","2,542","64","100","132","129","204","493","668","452","261","38","1","1,259","1,259","39","53","68","78","116","247","331","209","109","9","0","1,283","1,283","25","47","64","51","88","246","337","243","152","29","1"
