"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"대전광역시 서구 둔산2동(3017064000)","37,052","37,052","3,415","4,543","5,593","5,498","6,685","6,322","3,246","1,132","534","80","4","17,957","17,957","1,734","2,389","2,767","2,641","2,971","3,102","1,636","516","177","24","0","19,095","19,095","1,681","2,154","2,826","2,857","3,714","3,220","1,610","616","357","56","4"
"대전광역시 서구 만년동(3017065000)","13,238","13,238","1,035","1,432","2,389","2,040","2,262","2,219","1,160","461","198","42","0","6,636","6,636","529","742","1,283","1,093","1,077","1,036","593","201","71","11","0","6,602","6,602","506","690","1,106","947","1,185","1,183","567","260","127","31","0"
"대전광역시 서구 둔산3동(3017066000)","20,422","20,422","1,244","2,964","2,757","1,748","3,589","3,613","2,456","1,362","597","87","5","9,855","9,855","624","1,597","1,478","843","1,564","1,812","1,126","586","204","21","0","10,567","10,567","620","1,367","1,279","905","2,025","1,801","1,330","776","393","66","5"
"대전광역시 유성구 (3020000000)","351,882","351,882","35,998","38,611","52,652","57,035","60,773","53,963","32,293","13,226","6,237","1,039","55","177,640","177,640","18,554","20,055","28,181","29,589","29,935","26,825","16,141","6,084","2,032","231","13","174,242","174,242","17,444","18,556","24,471","27,446","30,838","27,138","16,152","7,142","4,205","808","42"
"대전광역시 유성구 진잠동(3020052000)","35,352","35,352","3,410","3,440","4,489","4,634","5,984","6,279","4,177","1,896","903","131","9","17,969","17,969","1,742","1,835","2,455","2,389","3,084","3,146","2,109","897","287","22","3","17,383","17,383","1,668","1,605","2,034","2,245","2,900","3,133","2,068","999","616","109","6"
"대전광역시 유성구 온천1동(3020053000)","34,449","34,449","1,559","1,556","8,170","6,602","4,376","5,634","3,854","1,741","796","139","22","17,802","17,802","792","809","4,185","3,799","2,342","2,783","1,983","772","292","42","3","16,647","16,647","767","747","3,985","2,803","2,034","2,851","1,871","969","504","97","19"
"대전광역시 유성구 온천2동(3020054000)","40,180","40,180","3,600","3,279","8,273","6,575","5,580","6,012","4,345","1,656","741","113","6","20,879","20,879","1,810","1,720","4,840","3,552","2,808","2,881","2,185","792","258","32","1","19,301","19,301","1,790","1,559","3,433","3,023","2,772","3,131","2,160","864","483","81","5"
"대전광역시 유성구 노은1동(3020054600)","22,236","22,236","2,342","3,040","2,870","3,286","4,357","3,242","1,746","863","418","71","1","10,998","10,998","1,206","1,573","1,469","1,608","2,063","1,657","856","390","155","20","1","11,238","11,238","1,136","1,467","1,401","1,678","2,294","1,585","890","473","263","51","0"
"대전광역시 유성구 노은2동(3020054700)","25,127","25,127","2,600","3,526","3,193","3,247","4,925","3,948","2,012","1,070","518","87","1","12,345","12,345","1,322","1,821","1,642","1,601","2,311","1,995","983","470","182","17","1","12,782","12,782","1,278","1,705","1,551","1,646","2,614","1,953","1,029","600","336","70","0"
"대전광역시 유성구 노은3동(3020054800)","37,779","37,779","5,163","4,559","3,892","6,569","7,321","5,154","3,244","1,282","506","85","4","18,592","18,592","2,624","2,330","2,049","3,128","3,593","2,496","1,566","612","175","18","1","19,187","19,187","2,539","2,229","1,843","3,441","3,728","2,658","1,678","670","331","67","3"
"대전광역시 유성구 신성동(3020055000)","25,643","25,643","3,031","2,927","3,989","5,224","4,133","3,471","1,816","637","361","53","1","13,433","13,433","1,568","1,544","2,201","2,870","2,076","1,788","950","326","98","12","0","12,210","12,210","1,463","1,383","1,788","2,354","2,057","1,683","866","311","263","41","1"
"대전광역시 유성구 전민동(3020057000)","27,354","27,354","2,717","3,322","4,283","4,498","4,460","4,452","2,338","724","459","98","3","13,967","13,967","1,467","1,689","2,327","2,424","2,126","2,193","1,247","334","130","28","2","13,387","13,387","1,250","1,633","1,956","2,074","2,334","2,259","1,091","390","329","70","1"
"대전광역시 유성구 구즉동(3020058000)","28,182","28,182","2,685","3,195","4,291","4,245","4,877","4,637","2,360","1,162","629","97","4","14,432","14,432","1,395","1,648","2,384","2,275","2,477","2,392","1,189","461","190","20","1","13,750","13,750","1,290","1,547","1,907","1,970","2,400","2,245","1,171","701","439","77","3"
"대전광역시 유성구 관평동(3020060000)","29,120","29,120","3,264","4,609","3,741","4,066","6,076","4,351","2,032","649","281","50","1","14,923","14,923","1,723","2,413","1,973","2,097","2,887","2,370","1,064","313","73","10","0","14,197","14,197","1,541","2,196","1,768","1,969","3,189","1,981","968","336","208","40","1"
"대전광역시 유성구 원신흥동(3020061000)","46,460","46,460","5,627","5,158","5,461","8,089","8,684","6,783","4,369","1,546","625","115","3","22,300","22,300","2,905","2,673","2,656","3,846","4,168","3,124","2,009","717","192","10","0","24,160","24,160","2,722","2,485","2,805","4,243","4,516","3,659","2,360","829","433","105","3"
"대전광역시 대덕구 (3023000000)","174,882","174,882","11,338","17,108","24,365","19,655","27,720","33,462","23,495","11,872","5,169","664","34","88,967","88,967","5,743","8,911","13,561","10,668","14,105","17,038","11,653","5,310","1,835","135","8","85,915","85,915","5,595","8,197","10,804","8,987","13,615","16,424","11,842","6,562","3,334","529","26"
"대전광역시 대덕구 오정동(3023051000)","15,042","15,042","726","1,046","2,378","1,625","2,055","2,906","2,512","1,261","451","77","5","7,968","7,968","378","561","1,313","924","1,172","1,526","1,300","609","173","10","2","7,074","7,074","348","485","1,065","701","883","1,380","1,212","652","278","67","3"
"대전광역시 대덕구 대화동(3023052000)","7,401","7,401","328","539","837","879","1,142","1,399","1,287","681","264","43","2","3,902","3,902","172","295","489","482","653","749","676","291","91","4","0","3,499","3,499","156","244","348","397","489","650","611","390","173","39","2"
"대전광역시 대덕구 회덕동(3023052500)","13,525","13,525","764","1,094","1,612","1,333","1,933","2,626","2,289","1,212","588","68","6","6,884","6,884","376","566","898","709","1,029","1,338","1,160","564","220","20","4","6,641","6,641","388","528","714","624","904","1,288","1,129","648","368","48","2"
"대전광역시 대덕구 비래동(3023053300)","16,939","16,939","1,050","1,766","2,336","1,759","2,688","3,244","2,359","1,190","490","52","5","8,448","8,448","529","923","1,282","943","1,336","1,607","1,093","533","184","17","1","8,491","8,491","521","843","1,054","816","1,352","1,637","1,266","657","306","35","4"
"대전광역시 대덕구 송촌동(3023054300)","28,431","28,431","2,185","4,049","4,207","2,832","5,330","5,573","2,487","1,132","565","68","3","14,092","14,092","1,109","2,072","2,273","1,389","2,396","2,881","1,254","492","211","14","1","14,339","14,339","1,076","1,977","1,934","1,443","2,934","2,692","1,233","640","354","54","2"
"대전광역시 대덕구 중리동(3023054600)","20,012","20,012","1,074","1,688","3,009","2,338","3,246","3,795","2,865","1,415","524","57","1","10,390","10,390","541","893","1,670","1,367","1,731","1,925","1,396","648","209","10","0","9,622","9,622","533","795","1,339","971","1,515","1,870","1,469","767","315","47","1"
"대전광역시 대덕구 신탄진동(3023055000)","11,269","11,269","550","952","1,510","1,154","1,639","2,213","1,749","997","439","60","6","5,761","5,761","263","507","848","655","862","1,160","848","458","154","6","0","5,508","5,508","287","445","662","499","777","1,053","901","539","285","54","6"
"대전광역시 대덕구 석봉동(3023056000)","14,441","14,441","1,810","1,326","1,737","2,461","2,342","2,319","1,476","621","314","34","1","7,397","7,397","924","695","964","1,274","1,224","1,153","749","292","116","6","0","7,044","7,044","886","631","773","1,187","1,118","1,166","727","329","198","28","1"
"대전광역시 대덕구 덕암동(3023057000)","14,001","14,001","833","1,345","2,047","1,640","2,252","2,703","1,709","978","435","57","2","7,410","7,410","436","699","1,205","935","1,223","1,445","852","442","160","13","0","6,591","6,591","397","646","842","705","1,029","1,258","857","536","275","44","2"
"대전광역시 대덕구 목상동(3023058000)","6,913","6,913","528","659","1,090","1,076","1,235","1,193","678","297","131","25","1","3,760","3,760","265","336","638","654","685","643","357","132","43","7","0","3,153","3,153","263","323","452","422","550","550","321","165","88","18","1"
"대전광역시 대덕구 법1동(3023060000)","9,922","9,922","473","874","1,293","924","1,348","2,003","1,567","941","447","51","1","4,702","4,702","235","446","719","486","648","982","710","349","113","14","0","5,220","5,220","238","428","574","438","700","1,021","857","592","334","37","1"
"대전광역시 대덕구 법2동(3023061000)","16,986","16,986","1,017","1,770","2,309","1,634","2,510","3,488","2,517","1,147","521","72","1","8,253","8,253","515","918","1,262","850","1,146","1,629","1,258","500","161","14","0","8,733","8,733","502","852","1,047","784","1,364","1,859","1,259","647","360","58","1"
"울산광역시  (3100000000)","1,142,190","1,142,190","101,761","113,822","146,741","156,012","189,274","210,714","139,985","58,616","22,068","3,032","165","586,939","586,939","52,351","59,968","82,286","82,695","96,202","107,416","70,649","27,655","7,190","494","33","555,251","555,251","49,410","53,854","64,455","73,317","93,072","103,298","69,336","30,961","14,878","2,538","132"
"울산광역시 중구 (3111000000)","220,028","220,028","17,279","20,445","27,627","27,317","34,899","41,912","30,913","13,948","5,026","605","57","111,559","111,559","8,938","10,944","15,353","14,363","17,706","20,914","15,103","6,389","1,741","97","11","108,469","108,469","8,341","9,501","12,274","12,954","17,193","20,998","15,810","7,559","3,285","508","46"
"울산광역시 중구 학성동(3111051000)","10,360","10,360","474","657","1,100","1,070","1,417","1,942","2,014","1,207","426","49","4","5,287","5,287","245","333","622","620","814","1,016","950","529","152","5","1","5,073","5,073","229","324","478","450","603","926","1,064","678","274","44","3"
"울산광역시 중구 반구1동(3111052000)","17,498","17,498","1,433","1,332","2,252","2,536","2,678","3,516","2,412","963","327","47","2","9,106","9,106","735","705","1,246","1,396","1,431","1,799","1,202","471","114","7","0","8,392","8,392","698","627","1,006","1,140","1,247","1,717","1,210","492","213","40","2"
"울산광역시 중구 반구2동(3111053000)","8,972","8,972","432","633","1,375","1,047","1,191","1,806","1,464","751","239","32","2","4,579","4,579","234","332","748","590","615","902","704","363","85","6","0","4,393","4,393","198","301","627","457","576","904","760","388","154","26","2"
"울산광역시 중구 복산1동(3111054000)","4,884","4,884","239","323","602","528","601","1,009","948","457","148","23","6","2,439","2,439","137","161","330","302","306","486","452","197","57","8","3","2,445","2,445","102","162","272","226","295","523","496","260","91","15","3"
"울산광역시 중구 복산2동(3111055000)","11,437","11,437","958","1,139","1,546","1,647","1,790","2,097","1,371","616","236","34","3","5,722","5,722","473","628","827","884","879","1,017","645","292","73","4","0","5,715","5,715","485","511","719","763","911","1,080","726","324","163","30","3"
"울산광역시 중구 중앙동(3111058500)","13,693","13,693","496","700","1,659","1,393","1,727","2,708","2,812","1,524","586","64","24","7,069","7,069","260","372","935","850","957","1,373","1,421","665","217","15","4","6,624","6,624","236","328","724","543","770","1,335","1,391","859","369","49","20"
"울산광역시 중구 우정동(3111059000)","20,055","20,055","1,405","1,639","2,496","2,521","2,970","3,727","3,170","1,464","603","57","3","10,105","10,105","756","880","1,393","1,306","1,496","1,860","1,546","637","217","14","0","9,950","9,950","649","759","1,103","1,215","1,474","1,867","1,624","827","386","43","3"
"울산광역시 중구 태화동(3111060000)","34,161","34,161","3,620","3,644","4,025","4,603","6,002","5,945","4,118","1,598","531","74","1","17,078","17,078","1,923","1,930","2,281","2,228","2,952","2,814","2,006","761","173","10","0","17,083","17,083","1,697","1,714","1,744","2,375","3,050","3,131","2,112","837","358","64","1"
"울산광역시 중구 다운동(3111061000)","23,444","23,444","1,172","2,203","3,285","2,178","3,649","5,065","3,465","1,699","664","62","2","11,887","11,887","575","1,231","1,839","1,199","1,803","2,550","1,696","772","209","12","1","11,557","11,557","597","972","1,446","979","1,846","2,515","1,769","927","455","50","1"
"울산광역시 중구 병영1동(3111062000)","22,721","22,721","1,511","2,353","3,070","2,346","3,423","4,862","3,323","1,338","436","55","4","11,512","11,512","758","1,285","1,733","1,236","1,665","2,416","1,615","632","166","6","0","11,209","11,209","753","1,068","1,337","1,110","1,758","2,446","1,708","706","270","49","4"
"울산광역시 중구 병영2동(3111063000)","20,565","20,565","2,067","1,914","2,368","2,916","3,342","3,771","2,698","1,068","382","37","2","10,440","10,440","1,041","1,044","1,318","1,496","1,742","1,847","1,330","485","131","5","1","10,125","10,125","1,026","870","1,050","1,420","1,600","1,924","1,368","583","251","32","1"
"울산광역시 중구 약사동(3111064000)","11,033","11,033","1,333","1,316","1,381","1,719","1,856","1,973","970","346","126","12","1","5,553","5,553","694","680","732","841","889","1,014","501","155","45","2","0","5,480","5,480","639","636","649","878","967","959","469","191","81","10","1"
"울산광역시 중구 성안동(3111065000)","21,205","21,205","2,139","2,592","2,468","2,813","4,253","3,491","2,148","917","322","59","3","10,782","10,782","1,107","1,363","1,349","1,415","2,157","1,820","1,035","430","102","3","1","10,423","10,423","1,032","1,229","1,119","1,398","2,096","1,671","1,113","487","220","56","2"
"울산광역시 남구 (3114000000)","322,883","322,883","24,576","31,309","46,444","43,135","52,518","62,377","40,221","16,115","5,489","666","33","164,689","164,689","12,664","16,513","25,931","22,860","25,622","31,440","20,004","7,682","1,849","114","10","158,194","158,194","11,912","14,796","20,513","20,275","26,896","30,937","20,217","8,433","3,640","552","23"
"울산광역시 남구 신정1동(3114051000)","19,205","19,205","869","1,142","2,696","2,310","2,532","3,886","3,524","1,662","524","54","6","9,784","9,784","444","580","1,547","1,322","1,349","1,929","1,667","758","181","6","1","9,421","9,421","425","562","1,149","988","1,183","1,957","1,857","904","343","48","5"
"울산광역시 남구 신정2동(3114052000)","25,109","25,109","2,060","3,174","3,386","2,955","4,442","4,802","2,687","1,186","354","61","2","12,888","12,888","1,093","1,725","1,919","1,521","2,063","2,496","1,343","593","125","9","1","12,221","12,221","967","1,449","1,467","1,434","2,379","2,306","1,344","593","229","52","1"
"울산광역시 남구 신정3동(3114053000)","16,304","16,304","1,310","1,225","2,142","2,059","2,504","3,286","2,365","1,012","344","54","3","8,299","8,299","691","664","1,162","1,064","1,273","1,675","1,141","484","133","10","2","8,005","8,005","619","561","980","995","1,231","1,611","1,224","528","211","44","1"
"울산광역시 남구 신정4동(3114054000)","22,336","22,336","1,889","2,415","3,070","2,912","3,795","3,951","2,711","1,154","383","53","3","11,271","11,271","972","1,250","1,697","1,511","1,838","2,002","1,319","530","138","13","1","11,065","11,065","917","1,165","1,373","1,401","1,957","1,949","1,392","624","245","40","2"
"울산광역시 남구 신정5동(3114055000)","8,852","8,852","482","596","1,404","1,258","1,366","1,772","1,219","568","165","22","0","4,697","4,697","255","307","820","715","732","912","614","279","60","3","0","4,155","4,155","227","289","584","543","634","860","605","289","105","19","0"
"울산광역시 남구 달동(3114056000)","27,528","27,528","1,689","2,199","4,149","3,984","4,228","5,423","3,776","1,425","585","66","4","13,905","13,905","879","1,170","2,311","2,161","2,107","2,596","1,832","652","183","13","1","13,623","13,623","810","1,029","1,838","1,823","2,121","2,827","1,944","773","402","53","3"
"울산광역시 남구 삼산동(3114057000)","48,944","48,944","3,676","4,526","7,830","7,833","8,539","9,289","5,134","1,555","492","66","4","25,257","25,257","1,860","2,346","4,295","4,241","4,149","4,724","2,652","814","163","12","1","23,687","23,687","1,816","2,180","3,535","3,592","4,390","4,565","2,482","741","329","54","3"
"울산광역시 남구 삼호동(3114058500)","21,532","21,532","1,271","1,845","3,365","2,350","3,225","4,795","2,931","1,222","475","53","0","11,000","11,000","719","971","1,896","1,296","1,558","2,412","1,449","542","147","10","0","10,532","10,532","552","874","1,469","1,054","1,667","2,383","1,482","680","328","43","0"
"울산광역시 남구 무거동(3114059500)","32,585","32,585","2,284","3,677","5,819","3,667","5,440","6,670","3,211","1,276","476","64","1","16,689","16,689","1,176","1,906","3,336","1,969","2,508","3,368","1,653","603","160","10","0","15,896","15,896","1,108","1,771","2,483","1,698","2,932","3,302","1,558","673","316","54","1"
"울산광역시 남구 옥동(3114060000)","26,832","26,832","2,081","3,370","3,784","3,152","4,368","5,489","3,138","1,056","353","41","0","13,454","13,454","1,059","1,842","2,167","1,574","1,902","2,677","1,604","514","108","7","0","13,378","13,378","1,022","1,528","1,617","1,578","2,466","2,812","1,534","542","245","34","0"
"울산광역시 남구 대현동(3114062500)","30,806","30,806","3,587","3,301","3,492","4,853","5,486","4,929","3,305","1,377","434","39","3","15,412","15,412","1,792","1,709","1,863","2,378","2,756","2,483","1,611","659","153","8","0","15,394","15,394","1,795","1,592","1,629","2,475","2,730","2,446","1,694","718","281","31","3"
"울산광역시 남구 수암동(3114063500)","17,029","17,029","1,593","1,880","2,330","2,390","2,692","3,272","1,997","627","222","26","0","8,557","8,557","806","1,004","1,261","1,202","1,249","1,636","1,022","305","69","3","0","8,472","8,472","787","876","1,069","1,188","1,443","1,636","975","322","153","23","0"
"울산광역시 남구 선암동(3114064000)","14,847","14,847","1,261","1,350","1,866","2,087","2,432","2,732","2,033","772","284","27","3","7,630","7,630","648","707","1,013","1,119","1,255","1,370","1,036","381","95","3","3","7,217","7,217","613","643","853","968","1,177","1,362","997","391","189","24","0"
"울산광역시 남구 야음장생포동(3114067000)","10,974","10,974","524","609","1,111","1,325","1,469","2,081","2,190","1,223","398","40","4","5,846","5,846","270","332","644","787","883","1,160","1,061","568","134","7","0","5,128","5,128","254","277","467","538","586","921","1,129","655","264","33","4"
"울산광역시 동구 (3117000000)","157,973","157,973","15,545","15,627","18,084","24,033","25,771","26,302","21,872","7,970","2,386","358","25","82,633","82,633","7,995","8,234","10,200","13,270","13,950","12,988","11,150","4,037","758","46","5","75,340","75,340","7,550","7,393","7,884","10,763","11,821","13,314","10,722","3,933","1,628","312","20"
"울산광역시 동구 방어동(3117051000)","40,506","40,506","3,835","4,104","4,701","6,202","7,164","6,694","5,124","1,955","612","108","7","21,715","21,715","1,976","2,183","2,690","3,600","4,071","3,435","2,625","940","187","8","0","18,791","18,791","1,859","1,921","2,011","2,602","3,093","3,259","2,499","1,015","425","100","7"
"울산광역시 동구 일산동(3117052000)","5,864","5,864","255","366","735","804","837","1,084","1,148","480","138","16","1","3,170","3,170","140","194","425","514","484","556","554","250","49","4","0","2,694","2,694","115","172","310","290","353","528","594","230","89","12","1"
"울산광역시 동구 화정동(3117053000)","20,230","20,230","2,291","1,934","2,076","3,143","3,267","3,304","2,692","1,086","389","43","5","10,410","10,410","1,161","1,019","1,151","1,618","1,775","1,682","1,364","528","105","6","1","9,820","9,820","1,130","915","925","1,525","1,492","1,622","1,328","558","284","37","4"
"울산광역시 동구 대송동(3117054000)","11,910","11,910","976","1,186","1,569","1,593","1,983","2,340","1,578","481","181","22","1","6,235","6,235","496","637","849","899","1,038","1,180","826","244","65","1","0","5,675","5,675","480","549","720","694","945","1,160","752","237","116","21","1"
"울산광역시 동구 전하1동(3117055000)","15,041","15,041","1,408","1,375","1,922","2,304","2,269","2,434","2,154","916","221","35","3","7,805","7,805","740","750","1,003","1,274","1,219","1,189","1,052","492","76","8","2","7,236","7,236","668","625","919","1,030","1,050","1,245","1,102","424","145","27","1"
"울산광역시 동구 전하2동(3117056000)","21,103","21,103","2,179","2,321","2,459","2,836","3,456","3,886","2,745","891","278","50","2","10,809","10,809","1,087","1,184","1,386","1,474","1,770","1,926","1,410","472","94","5","1","10,294","10,294","1,092","1,137","1,073","1,362","1,686","1,960","1,335","419","184","45","1"
"울산광역시 동구 남목1동(3117058000)","9,026","9,026","740","927","935","1,192","1,415","1,508","1,515","603","164","26","1","4,634","4,634","378","477","560","633","756","706","763","306","53","2","0","4,392","4,392","362","450","375","559","659","802","752","297","111","24","1"
"울산광역시 동구 남목2동(3117059000)","21,928","21,928","2,515","2,143","2,498","4,035","3,373","3,116","3,124","905","188","29","2","11,586","11,586","1,318","1,158","1,472","2,233","1,801","1,415","1,614","499","69","6","1","10,342","10,342","1,197","985","1,026","1,802","1,572","1,701","1,510","406","119","23","1"
"울산광역시 동구 남목3동(3117060000)","12,365","12,365","1,346","1,271","1,189","1,924","2,007","1,936","1,792","653","215","29","3","6,269","6,269","699","632","664","1,025","1,036","899","942","306","60","6","0","6,096","6,096","647","639","525","899","971","1,037","850","347","155","23","3"
"울산광역시 북구 (3120000000)","218,673","218,673","25,898","23,606","28,077","35,022","38,383","38,469","18,625","7,178","2,951","446","18","113,189","113,189","13,310","12,330","15,784","18,175","19,609","20,024","9,713","3,306","866","69","3","105,484","105,484","12,588","11,276","12,293","16,847","18,774","18,445","8,912","3,872","2,085","377","15"
"울산광역시 북구 농소1동(3120051000)","37,632","37,632","4,789","3,954","4,380","6,018","6,656","6,298","3,470","1,450","530","82","5","19,229","19,229","2,466","2,032","2,399","3,029","3,474","3,215","1,792","656","152","13","1","18,403","18,403","2,323","1,922","1,981","2,989","3,182","3,083","1,678","794","378","69","4"
"울산광역시 북구 농소2동(3120052000)","40,063","40,063","5,589","4,583","4,556","6,841","7,364","6,284","3,088","1,159","515","83","1","20,532","20,532","2,905","2,411","2,499","3,431","3,820","3,206","1,556","539","155","10","0","19,531","19,531","2,684","2,172","2,057","3,410","3,544","3,078","1,532","620","360","73","1"
"울산광역시 북구 농소3동(3120053000)","39,312","39,312","3,965","6,327","4,965","4,216","8,639","6,953","2,448","1,225","499","74","1","19,996","19,996","2,049","3,323","2,760","1,995","4,084","3,815","1,271","535","149","15","0","19,316","19,316","1,916","3,004","2,205","2,221","4,555","3,138","1,177","690","350","59","1"
"울산광역시 북구 강동동(3120054000)","16,428","16,428","2,729","1,248","1,284","3,613","2,639","2,178","1,674","656","343","59","5","8,419","8,419","1,367","628","689","1,847","1,482","1,099","886","309","100","12","0","8,009","8,009","1,362","620","595","1,766","1,157","1,079","788","347","243","47","5"
"울산광역시 북구 효문동(3120056000)","29,965","29,965","2,774","2,368","4,786","4,929","4,452","6,403","2,901","930","369","52","1","15,959","15,959","1,448","1,260","2,683","2,829","2,337","3,306","1,540","442","105","8","1","14,006","14,006","1,326","1,108","2,103","2,100","2,115","3,097","1,361","488","264","44","0"
"울산광역시 북구 송정동(3120057000)","34,903","34,903","4,460","3,570","5,026","6,218","5,636","6,302","2,438","822","375","56","0","17,828","17,828","2,291","1,835","2,760","3,176","2,719","3,244","1,304","394","100","5","0","17,075","17,075","2,169","1,735","2,266","3,042","2,917","3,058","1,134","428","275","51","0"
"울산광역시 북구 양정동(3120058000)","10,129","10,129","769","760","1,740","1,664","1,465","2,082","1,104","384","139","21","1","5,768","5,768","375","411","1,174","1,007","835","1,151","584","192","36","3","0","4,361","4,361","394","349","566","657","630","931","520","192","103","18","1"
"울산광역시 북구 염포동(3120059000)","10,241","10,241","823","796","1,340","1,523","1,532","1,969","1,502","552","181","19","4","5,458","5,458","409","430","820","861","858","988","780","239","69","3","1","4,783","4,783","414","366","520","662","674","981","722","313","112","16","3"
"울산광역시 울주군 (3171000000)","222,633","222,633","18,463","22,835","26,509","26,505","37,703","41,654","28,354","13,405","6,216","957","32","114,869","114,869","9,444","11,947","15,018","14,027","19,315","22,050","14,679","6,241","1,976","168","4","107,764","107,764","9,019","10,888","11,491","12,478","18,388","19,604","13,675","7,164","4,240","789","28"
"울산광역시 울주군 온산읍(3171025000)","20,360","20,360","1,526","1,670","2,544","2,867","3,716","3,983","2,452","1,066","458","68","10","11,592","11,592","787","874","1,575","1,793","2,273","2,358","1,299","477","143","10","3","8,768","8,768","739","796","969","1,074","1,443","1,625","1,153","589","315","58","7"
"울산광역시 울주군 언양읍(3171025300)","28,520","28,520","2,497","2,827","3,571","3,319","4,652","5,253","3,716","1,730","829","120","6","14,296","14,296","1,241","1,450","2,011","1,709","2,302","2,636","1,854","815","258","20","0","14,224","14,224","1,256","1,377","1,560","1,610","2,350","2,617","1,862","915","571","100","6"
"울산광역시 울주군 온양읍(3171025600)","28,678","28,678","2,716","3,319","3,296","3,694","5,394","5,063","3,030","1,412","668","85","1","14,961","14,961","1,392","1,732","1,829","1,949","2,840","2,732","1,626","654","190","17","0","13,717","13,717","1,324","1,587","1,467","1,745","2,554","2,331","1,404","758","478","68","1"
"울산광역시 울주군 범서읍(3171025900)","71,120","71,120","6,986","10,135","9,187","7,964","14,067","12,773","6,340","2,510","1,019","137","2","35,826","35,826","3,588","5,329","5,097","3,821","6,549","6,658","3,290","1,156","316","22","0","35,294","35,294","3,398","4,806","4,090","4,143","7,518","6,115","3,050","1,354","703","115","2"
"울산광역시 울주군 청량읍(3171026200)","19,393","19,393","1,851","1,566","2,347","2,945","2,966","3,503","2,520","1,116","488","87","4","9,984","9,984","935","773","1,262","1,620","1,527","1,840","1,332","512","167","16","0","9,409","9,409","916","793","1,085","1,325","1,439","1,663","1,188","604","321","71","4"
"울산광역시 울주군 서생면(3171031000)","8,476","8,476","524","532","775","928","1,172","1,643","1,577","883","388","52","2","4,553","4,553","265","287","471","496","735","927","802","418","142","9","1","3,923","3,923","259","245","304","432","437","716","775","465","246","43","1"
"울산광역시 울주군 웅촌면(3171034000)","7,794","7,794","303","425","849","650","818","1,735","1,597","904","445","68","0","4,047","4,047","155","238","510","367","458","922","818","426","137","16","0","3,747","3,747","148","187","339","283","360","813","779","478","308","52","0"
"울산광역시 울주군 두동면(3171036000)","4,207","4,207","136","200","303","299","441","904","1,036","533","296","57","2","2,190","2,190","67","112","179","171","259","501","543","257","90","11","0","2,017","2,017","69","88","124","128","182","403","493","276","206","46","2"
"울산광역시 울주군 두서면(3171037000)","3,163","3,163","67","121","179","205","276","570","794","546","341","64","0","1,565","1,565","34","58","109","115","165","311","417","242","104","10","0","1,598","1,598","33","63","70","90","111","259","377","304","237","54","0"
"울산광역시 울주군 상북면(3171038000)","7,968","7,968","288","432","730","592","938","1,724","1,745","947","486","84","2","4,039","4,039","160","241","422","331","485","885","886","464","154","11","0","3,929","3,929","128","191","308","261","453","839","859","483","332","73","2"
"울산광역시 울주군 삼남면(3171039000)","21,143","21,143","1,527","1,541","2,607","2,931","3,095","4,136","3,079","1,488","631","106","2","10,869","10,869","802","812","1,483","1,592","1,615","2,074","1,558","695","216","22","0","10,274","10,274","725","729","1,124","1,339","1,480","2,062","1,521","793","415","84","2"
"울산광역시 울주군 삼동면(3171040000)","1,811","1,811","42","67","121","111","168","367","468","270","167","29","1","947","947","18","41","70","63","107","206","254","125","59","4","0","864","864","24","26","51","48","61","161","214","145","108","25","1"
"세종특별자치시  (3600000000)","345,341","345,341","47,105","41,077","36,098","60,923","66,382","43,369","28,419","13,859","6,908","1,145","56","172,234","172,234","24,163","20,599","18,280","29,634","34,015","22,519","14,101","6,331","2,321","261","10","173,107","173,107","22,942","20,478","17,818","31,289","32,367","20,850","14,318","7,528","4,587","884","46"
"세종특별자치시  (3611000000)","345,341","345,341","47,105","41,077","36,098","60,923","66,382","43,369","28,419","13,859","6,908","1,145","56","172,234","172,234","24,163","20,599","18,280","29,634","34,015","22,519","14,101","6,331","2,321","261","10","173,107","173,107","22,942","20,478","17,818","31,289","32,367","20,850","14,318","7,528","4,587","884","46"
"세종특별자치시  조치원읍(3611025000)","42,847","42,847","3,365","4,205","6,312","5,351","6,949","6,704","5,168","3,081","1,465","233","14","22,097","22,097","1,752","2,139","3,551","2,900","3,697","3,537","2,561","1,339","553","65","3","20,750","20,750","1,613","2,066","2,761","2,451","3,252","3,167","2,607","1,742","912","168","11"
